id,name,created_at,advertisers_entities.id,entities.short_name,entities.name,entities.color,countries.name,countries.alpha2,advertisers_platforms.advertiser_platform_ref,advertisers_platforms.advertiser_platform_name,platforms.name,entities_groups.id,entities_groups.group_name,entities_groups.order_group
658d28ce-8079-42fc-bf7e-94c29aa57ede,John Quigley,2023-03-08T16:30:44.910Z,ea54ed4f-3d3a-49e9-abe3-e1a462951104,Lab,Australian Labor Party,#F00011,Australia,au,531929050236161,John Quigley,Facebook,19,National Political Parties,1
05de686a-198d-478c-9b41-aed700fd24fe,Hugh Jones MLA,2023-03-07T10:52:33.144Z,e829c63c-5a1e-4a4e-8185-cbb9e95a4578,Lab,Australian Labor Party,#F00011,Australia,au,112448177211679,Hugh Jones MLA,Facebook,19,National Political Parties,1
c2edaddd-4f9d-432d-b9ed-46e4834b8bfb,Chris Steel MLA,2023-03-05T10:52:43.744Z,6ca8893f-70be-4785-bd1e-52e37edc51ab,Lab,Australian Labor Party,#F00011,Australia,au,1138388002855137,Chris Steel MLA,Facebook,19,National Political Parties,1
35989e43-6a90-42b8-8788-c6252e57ffbe,Simone McGurk MLA,2023-02-14T10:52:34.182Z,0dc72991-2abb-458f-9389-eae0fcb57640,Lab,Australian Labor Party,#F00011,Australia,au,236620553143019,Simone McGurk MLA,Facebook,19,National Political Parties,1
d9a7ed40-ae78-4adf-a8c8-81273507ab64,David Scaife MLA,2023-02-12T10:52:25.366Z,92114421-97e2-4363-bb25-3cadcb15a601,Lab,Australian Labor Party,#F00011,Australia,au,100497191813353,David Scaife MLA,Facebook,19,National Political Parties,1
29e2e312-b480-49be-95ca-cff1d6d139b6,Terry Healy MLA,2023-02-11T10:52:19.735Z,879b5482-b425-435d-81b2-512b46451ace,Lab,Australian Labor Party,#F00011,Australia,au,204875396555166,Terry Healy MLA,Facebook,19,National Political Parties,1
8ba9c972-2779-44f6-a1b3-21c02a8fcd11,Sabine Winton MLA,2023-03-05T10:52:43.525Z,79e049e9-4f74-4105-a9b7-cca8f69feb87,Lab,Australian Labor Party,#F00011,Australia,au,191866027863642,Sabine Winton MLA,Facebook,19,National Political Parties,1
7052337b-4b9e-4b10-8178-dd2ff36d3d1f,Paul Lilburne MLA,2023-03-03T10:52:34.101Z,f9e39f95-3eae-4909-bbb1-19692a753906,Lab,Australian Labor Party,#F00011,Australia,au,212984025779523,Paul Lilburne MLA,Facebook,19,National Political Parties,1
7be15390-772d-4ab8-ba4d-c3628e6d8d8c,Christine Tonkin - Member for Churchlands,2023-02-27T10:52:35.412Z,76d548c4-bbe5-4f55-b515-d131648f1185,Lab,Australian Labor Party,#F00011,Australia,au,115285277043086,Christine Tonkin - Member for Churchlands,Facebook,19,National Political Parties,1
45106068-599a-403c-af28-b75d1267e88f,Meredith Hammat MLA,2023-02-27T10:52:35.267Z,67d84ae5-3d4a-4b30-a8bc-37abad0821c3,Lab,Australian Labor Party,#F00011,Australia,au,104549661536614,Meredith Hammat MLA,Facebook,19,National Political Parties,1
6d1b111a-33d3-4376-bf51-cf7b75aada6b,Caitlin Collins MLA,2023-02-16T10:52:32.880Z,453e2b49-2157-4b50-b4f8-f921a91290be,Lab,Australian Labor Party,#F00011,Australia,au,101320028320143,Caitlin Collins MLA,Facebook,19,National Political Parties,1
8bfe546c-0051-430c-97b6-d0fa259ade12,Jodie Hanns MLA,2023-02-14T10:52:34.370Z,b7fd4587-9f4a-4726-81f7-fab15998a990,Lab,Australian Labor Party,#F00011,Australia,au,102478381347283,Jodie Hanns MLA,Facebook,19,National Political Parties,1
004004cc-183c-428c-af66-443c55b75c11,Stuart Aubrey MLA,2023-02-22T10:52:45.566Z,ac5d6dcb-cc8b-4e37-b667-44061ab7ac31,Lab,Australian Labor Party,#F00011,Australia,au,107392821052123,Stuart Aubrey MLA,Facebook,19,National Political Parties,1
aec148b6-6923-4669-91c9-a52b88b993bc,Kim Richards Member for Redlands,2023-02-20T10:52:34.485Z,1b4ed345-1b8f-4e9f-9793-fcf8e84eb953,Lab,Australian Labor Party,#F00011,Australia,au,168475823483405,Kim Richards Member for Redlands,Facebook,19,National Political Parties,1
5578e594-041f-43f1-9d8f-48a5fc330189,Jonty Bush - Member for Cooper,2023-02-19T10:52:48.073Z,08f4201c-76a4-4a0d-8816-4ab6018687dd,Lab,Australian Labor Party,#F00011,Australia,au,114108316662776,Jonty Bush - Member for Cooper,Facebook,19,National Political Parties,1
80554ce1-45e6-4ecb-8d8d-631e9ed89745,Ali Kent MLA - Member for Kalgoorlie,2023-03-27T10:52:36.136Z,b0525c00-9296-4968-95ae-f5486bb25514,Lab,Australian Labor Party,#F00011,Australia,au,680519445457101,Ali Kent MLA - Member for Kalgoorlie,Facebook,19,National Political Parties,1
53d15b10-ccc3-4958-9863-5fea2660ef0e,Reggie Martin MLC,2023-03-23T10:52:31.463Z,aebfec47-5523-4669-a83b-2347dde4cb80,Lab,Australian Labor Party,#F00011,Australia,au,102666592438533,Reggie Martin MLC,Facebook,19,National Political Parties,1
29135c74-ce1f-4c5a-bd6d-dbbe52991b7d,Clr Josh Black - Labor candidate for Dubbo,2023-03-22T10:52:12.203Z,4b783646-17d0-45d1-bb31-a81b4530a668,Lab,Australian Labor Party,#F00011,Australia,au,100481725660180,Clr Josh Black - Labor candidate for Dubbo,Facebook,19,National Political Parties,1
a68ded80-e892-4c0b-83dd-431e34c25e54,Peter Foster MLC,2023-02-23T10:52:35.345Z,02bd9817-97ce-49ba-9a6a-2813200e72d4,Lab,Australian Labor Party,#F00011,Australia,au,1780212155636851,Peter Foster MLC,Facebook,19,National Political Parties,1
5d9c5c27-c7fa-4d11-bf62-3c884b478b5e,Sarah Lovell MLC,2023-02-20T10:52:34.762Z,7e67719c-7e5d-4d86-b5b7-eb21ab5356a0,Lab,Australian Labor Party,#F00011,Australia,au,360140661004824,Sarah Lovell MLC,Facebook,19,National Political Parties,1
f41dad5a-daab-4e06-b63e-f1e445333677,Tom Koutsantonis MP,2023-03-23T10:52:31.487Z,62b1c844-9fb6-4647-b426-f58b5d380b63,Lab,Australian Labor Party,#F00011,Australia,au,799356113528515,Tom Koutsantonis MP,Facebook,19,National Political Parties,1
53d0b5b1-dc31-4b43-85cd-cc2e93fe1190,Joshua Roberts-Garnsey - Labor for Barwon,2023-03-22T10:52:12.449Z,1aebf4da-535e-4cb3-b233-04eeff47d87d,Lab,Australian Labor Party,#F00011,Australia,au,108990818769730,Joshua Roberts-Garnsey - Labor for Barwon,Facebook,19,National Political Parties,1
b0b6aa51-8466-46e9-83e8-a003c144bc69,John Fulbrook MP,2023-03-23T10:52:31.473Z,395e7a63-ab3d-48a7-98cd-d686b3d7d2e3,Lab,Australian Labor Party,#F00011,Australia,au,102109782192228,John Fulbrook MP,Facebook,19,National Political Parties,1
a5752057-3895-47fd-a678-990f6a8d7734,Andrea Michaels MP,2023-03-23T10:52:31.466Z,9d504b03-183f-425e-9837-1acf2b6ad970,Lab,Australian Labor Party,#F00011,Australia,au,1155407774627329,Andrea Michaels MP,Facebook,19,National Political Parties,1
d8e031bb-742f-4739-96e5-39d975c2ec68,Justin Hanson - Labor for South Australia,2023-03-23T10:52:31.469Z,fbef6e83-7520-4ba0-aea4-92d358ed0fa0,Lab,Australian Labor Party,#F00011,Australia,au,260688477704228,Justin Hanson - Labor for South Australia,Facebook,19,National Political Parties,1
5c14e96d-7d99-495b-ae96-70c4ceef5a32,Emily Hamilton MLA,2023-03-24T10:52:33.677Z,6bd96ace-cca0-423e-9d93-d3ed9f73bfae,Lab,Australian Labor Party,#F00011,Australia,au,1692243401039740,Emily Hamilton MLA,Facebook,19,National Political Parties,1
025e4b94-734f-4c4c-9fc9-cf5d05202ef2,Jo Haylen,2023-03-23T10:52:31.262Z,1b8eb6f3-bdc9-4ccd-ae54-fd9247747340,Lab,Australian Labor Party,#F00011,Australia,au,344749942272795,Jo Haylen,Facebook,19,National Political Parties,1
8af5aee3-64bd-4522-91dc-c5d465dd3015,Tony Judge for Coffs,2023-03-23T10:52:30.844Z,e89758c6-9554-403e-b9fd-da6dff10e50b,Lab,Australian Labor Party,#F00011,Australia,au,1994427867248558,Tony Judge for Coffs,Facebook,19,National Political Parties,1
c634b1f1-9b5d-4928-9fe0-4323f32ba48b,Margaret Merten-Labor for Vaucluse,2023-03-22T10:52:12.236Z,d95f1e9c-ba73-4183-8445-878b5c36b8b2,Lab,Australian Labor Party,#F00011,Australia,au,106434985658617,Margaret Merten-Labor for Vaucluse,Facebook,19,National Political Parties,1
0b65e2f5-fa9a-4c0e-a558-94df7f64ca7e,Gold Coast Labor,2023-06-24T06:46:49.543Z,7e9f42d4-e448-4494-b0d5-65a71417643b,Lab,Australian Labor Party,#F00011,Australia,au,120075541104233,Gold Coast Labor,Facebook,19,National Political Parties,1
59633634-4d33-4aae-90ca-24c0b27b1523,Leeanne Enoch MP,2023-06-24T06:46:49.470Z,72f783bb-7fd5-49fc-a2f7-acf594804de3,Lab,Australian Labor Party,#F00011,Australia,au,297511687070414,Leeanne Enoch MP,Facebook,19,National Political Parties,1
7d018480-cc8f-4e08-88cc-cc12eedda087,Lisa O'Malley MLA,2023-04-27T06:52:19.130Z,a9e8026a-dbb1-4c81-81ea-f205f8bc9f93,Lab,Australian Labor Party,#F00011,Australia,au,988722514510665,Lisa O'Malley MLA,Facebook,19,National Political Parties,1
2c4426b8-ed07-4014-b9b3-b0cf6ab6fab5,Roger Cook,2023-02-14T10:52:34.091Z,b30cf911-46e1-4a77-8da6-2c868de710cc,Lab,Australian Labor Party,#F00011,Australia,au,133570433378147,Roger Cook,Facebook,19,National Political Parties,1
13c6ade9-ad60-4e69-937b-8225c975cdee,Stephen Pratt MLC,2023-03-02T10:52:32.897Z,f08dc676-d556-41c0-a8fa-cd1fef93dc33,Lab,Australian Labor Party,#F00011,Australia,au,437935649645547,Stephen Pratt MLC,Facebook,19,National Political Parties,1
1da74008-060a-4818-9a86-93700840fa30,Maree Edwards MP,2023-04-17T08:18:17.140Z,c79d9cc2-9f83-41b0-9ab1-0b9ad0d3f146,Lab,Australian Labor Party,#F00011,Australia,au,401049713305485,Maree Edwards MP,Facebook,19,National Political Parties,1
7bb49700-e12d-4246-87d4-d03d0a73a3e1,Dave Kelly MP,2023-04-16T15:04:38.666Z,f5a3e854-9061-4ddc-97a9-d1e576c3f59c,Lab,Australian Labor Party,#F00011,Australia,au,298583420223004,Dave Kelly MP,Facebook,19,National Political Parties,1
fe5b31b4-2adf-4fef-a910-74470325d2ad,Senator Marielle Smith,2023-04-30T06:51:58.635Z,614e73a9-c8f3-4d1f-bd39-1acee6581624,Lab,Australian Labor Party,#F00011,Australia,au,330315904370434,Senator Marielle Smith,Facebook,19,National Political Parties,1
e24d9480-425f-4162-bb14-eb49a42aadde,Jason Wells - Port Stephens Council Central Ward Councillor,2023-04-19T06:52:19.927Z,f50f8012-90f8-4952-aeb6-e3366f67296e,Lab,Australian Labor Party,#F00011,Australia,au,104301011799419,Jason Wells - Port Stephens Council Central Ward Councillor,Facebook,19,National Political Parties,1
6be0d2fe-8d86-4a86-bfa4-534ba2abc04e,Edmond Atalla MP,2023-05-11T06:52:55.850Z,781a9971-de81-4f6e-9121-1c9d61c77006,Lab,Australian Labor Party,#F00011,Australia,au,149121818629048,Edmond Atalla MP,Facebook,19,National Political Parties,1
4cab7022-61fe-44dd-b6c1-90e70e16e0e0,Ryan Batchelor MP,2023-04-11T10:52:11.987Z,63cca616-8f11-45f8-8c8d-7aca7c8216fe,Lab,Australian Labor Party,#F00011,Australia,au,103143595936910,Ryan Batchelor MP,Facebook,19,National Political Parties,1
97e3439e-5213-48a8-8fa4-e53d5e1fc693,Cressida O'Hanlon,2023-05-12T06:52:23.976Z,b9fa8625-5b90-4161-8ea7-8288d62159f9,Lab,Australian Labor Party,#F00011,Australia,au,103611388592104,Cressida O'Hanlon,Facebook,19,National Political Parties,1
caf69cad-8a39-4cad-8ed8-28a9ccd47f40,Nathan Lambert MP,2023-05-12T06:52:24.208Z,76500d3c-409d-4a34-9efc-c6e70f83023c,Lab,Australian Labor Party,#F00011,Australia,au,112568068173391,Nathan Lambert MP,Facebook,19,National Political Parties,1
8209138b-f0d7-4371-9edd-dcf360b39fcc,John Mullahy MP,2023-05-13T06:52:35.345Z,e4f2cedd-e73b-40b0-bffe-05e11a84328e,Lab,Australian Labor Party,#F00011,Australia,au,107987881740471,John Mullahy MP,Facebook,19,National Political Parties,1
c7fc0c70-6bc4-4e22-8a92-aa648704a38d,Rita Saffioti MLA,2023-05-15T06:52:40.237Z,0cd8f3a7-47b1-4e64-96f7-48290c7a89cf,Lab,Australian Labor Party,#F00011,Australia,au,360227777335790,Rita Saffioti MLA,Facebook,19,National Political Parties,1
77c71af2-66df-4ecd-973a-b9f6dacb49f1,Dr Michael Holland - Labor Candidate for Bega,2023-03-26T10:52:16.137Z,dd3a7ee2-a670-439e-b229-a3597dbbae64,Lab,Australian Labor Party,#F00011,Australia,au,106561571895723,Dr Michael Holland - Labor Candidate for Bega,Facebook,19,National Political Parties,1
ed3b8b5a-ab22-4754-830c-9ca387f046b0,Tony Burke MP,2023-03-31T10:52:34.176Z,09d089e0-78b9-4564-bf9b-69860f909aeb,Lab,Australian Labor Party,#F00011,Australia,au,111837652330983,Tony Burke MP,Facebook,19,National Political Parties,1
d7ed1b88-6b60-495c-877d-0192744c025d,Belinda Wilson MP,2023-04-02T10:52:33.249Z,866dcf67-f8b0-4d56-9d06-494a11277d29,Lab,Australian Labor Party,#F00011,Australia,au,106804545406366,Belinda Wilson MP,Facebook,19,National Political Parties,1
e0c770ff-3887-4b92-a92b-a7cbb2e561bc,Ella George MP,2023-04-02T10:52:33.371Z,b45b9fb7-627e-45df-be08-9ce403b5d484,Lab,Australian Labor Party,#F00011,Australia,au,111872151538298,Ella George MP,Facebook,19,National Political Parties,1
899d6d19-1b24-4ef8-b9be-603a9ea709f8,,2023-03-25T10:52:12.007Z,583d76ec-e020-45b2-ba2f-05265277736b,Lab,Australian Labor Party,#F00011,Australia,au,110860878584018,,Facebook,19,National Political Parties,1
46ee3f7d-9e7f-42b1-b2e9-42288805dc5a,Jacinta Ermacora MP,2023-04-08T10:52:28.894Z,c6ad542a-9144-419e-884c-de525cdc74dc,Lab,Australian Labor Party,#F00011,Australia,au,107921965544663,Jacinta Ermacora MP,Facebook,19,National Political Parties,1
6a1321ad-76bc-4f1a-91bf-d71f0638ed36,Ben Carroll MP,2023-03-28T10:52:26.451Z,87778fa5-3d8e-4b48-99d6-b881460228b0,Lab,Australian Labor Party,#F00011,Australia,au,554571657927786,Ben Carroll MP,Facebook,19,National Political Parties,1
67539908-2940-443a-b993-015a0cc0275a,Vicki Ward MP for Eltham,2023-05-20T06:52:31.377Z,0b4eec73-203d-4342-a3c0-1a5a0e37eccd,Lab,Australian Labor Party,#F00011,Australia,au,1458159167729014,Vicki Ward MP for Eltham,Facebook,19,National Political Parties,1
7b87c734-af31-4cc3-ac2f-9ba6440ae1ff,Lee Tarlamis MP,2023-05-30T06:52:37.931Z,db940d97-5ef2-4705-821b-cb6d309bdb4d,Lab,Australian Labor Party,#F00011,Australia,au,103995994647503,Lee Tarlamis MP,Facebook,19,National Political Parties,1
f6ca03cf-c3e8-48ed-8fc2-3a4f50c18f75,Jayne Stinson MP Member for Badcoe,2023-06-02T06:52:39.657Z,5cf352d0-05ad-47b8-856d-f58d38d72d05,Lab,Australian Labor Party,#F00011,Australia,au,629173880610122,Jayne Stinson MP Member for Badcoe,Facebook,19,National Political Parties,1
c1641c57-2236-4c7c-8dff-9884b6f856c0,Adrian Tantari MP,2023-06-02T06:52:39.960Z,afc3caeb-1832-495c-a196-4c7c378f1ce4,Lab,Australian Labor Party,#F00011,Australia,au,105553407983008,Adrian Tantari MP,Facebook,19,National Political Parties,1
939f5917-5aad-4038-9d3e-4d75cad1b3c7,Yvette D'Ath MP,2023-06-02T06:52:39.994Z,d281e084-ff8b-45e8-b3fa-8551e47fee8b,Lab,Australian Labor Party,#F00011,Australia,au,395174637282859,Yvette D'Ath MP,Facebook,19,National Political Parties,1
c38caab0-9dee-4798-ab76-befc3ae413d4,Jennifer Howard MP,2023-06-13T06:52:33.556Z,5210d05f-49bc-42cb-b408-7fb3146dd1e2,Lab,Australian Labor Party,#F00011,Australia,au,231818983678379,Jennifer Howard MP,Facebook,19,National Political Parties,1
563e93c2-11ae-4e8f-8d86-a9626acb815e,Yvette Berry,2023-06-13T06:52:34.098Z,37e20960-ed1f-4568-b605-465ee898503e,Lab,Australian Labor Party,#F00011,Australia,au,291290027598093,Yvette Berry,Facebook,19,National Political Parties,1
d6ba39c1-2dd7-4265-8eab-7443b4f792f1,Cameron Dick MP,2023-06-19T18:24:22.564Z,632f5d79-557a-4dd4-96dd-212dac66b8d2,Lab,Australian Labor Party,#F00011,Australia,au,1534219783464358,Cameron Dick MP,Facebook,19,National Political Parties,1
8293ce6c-8246-4562-afec-a6883cc934d3,Nikki Boyd MP,2023-06-15T06:52:27.688Z,28671261-a4a3-46c6-8f6a-b879e731f4a4,Lab,Australian Labor Party,#F00011,Australia,au,247062522139479,Nikki Boyd MP,Facebook,19,National Political Parties,1
a98cd107-1d70-4b14-9ece-c70db555ca56,Mark Ryan MP,2023-06-19T18:24:22.452Z,cc7b8ff9-d0fe-4545-a475-3afabeed81ff,Lab,Australian Labor Party,#F00011,Australia,au,159541697531443,Mark Ryan MP,Facebook,19,National Political Parties,1
cc3617bd-3328-4f14-a8d5-a19e8573693c,Mark Furner MP for Ferny Grove,2023-06-19T18:24:22.416Z,93026f48-24b9-474a-932f-5323b3134ef0,Lab,Australian Labor Party,#F00011,Australia,au,233782593477030,Mark Furner MP for Ferny Grove,Facebook,19,National Political Parties,1
62bc24b2-9892-4e7f-b8c9-b066632a9d79,Scott Stewart MP - Member for Townsville,2023-06-19T18:24:22.508Z,802d5efa-dbc5-4cc9-ad1f-68b7063a723d,Lab,Australian Labor Party,#F00011,Australia,au,1533558346882013,Scott Stewart MP - Member for Townsville,Facebook,19,National Political Parties,1
4b3dd02a-e1e8-46be-b2b1-0bd3ff7c43e0,Michael Healy MP,2023-06-19T18:24:22.601Z,ca9102d3-3ca6-4b0d-91b7-b8a6f53a6b78,Lab,Australian Labor Party,#F00011,Australia,au,396892697109784,Michael Healy MP,Facebook,19,National Political Parties,1
94a7f441-266b-4c0e-9409-0333dbfcb5eb,Tony Piccolo MP,2023-06-19T18:24:23.138Z,706881e2-9027-4254-b711-cd79d2c2fd98,Lab,Australian Labor Party,#F00011,Australia,au,138663332952068,Tony Piccolo MP,Facebook,19,National Political Parties,1
8d78c347-93d6-4396-bf1d-03d0a302ba41,Melissa McMahon - MP for Macalister,2023-06-20T05:28:09.240Z,141b605c-4f6e-4852-b0d6-a611416fca40,Lab,Australian Labor Party,#F00011,Australia,au,847722658587647,Melissa McMahon - MP for Macalister,Facebook,19,National Political Parties,1
33212c9f-1ee8-462e-bce8-f4a1d6ace9b4,Andrew Barr ACT Chief Minister,2023-06-26T05:07:38.967Z,bab5a0ea-ddc5-4c59-946e-73690dfa316a,Lab,Australian Labor Party,#F00011,Australia,au,90267370162,Andrew Barr ACT Chief Minister,Facebook,19,National Political Parties,1
3e7e0bf2-385b-49cc-99ac-d23a8872e096,Luke Gosling MP,2022-08-16T15:28:36.752Z,a4b97c66-7938-4d1b-ae07-697c28798047,Lab,Australian Labor Party,#F00011,Australia,au,327169760731815,Luke Gosling MP,Facebook,19,National Political Parties,1
fb654aed-2d1f-4ad3-8dfe-6df0f4a21def,Kat Theophanous MP,2022-08-16T15:28:37.264Z,13909156-e058-4557-a36e-8b5644cb67f9,Lab,Australian Labor Party,#F00011,Australia,au,372842266568995,Kat Theophanous MP,Facebook,19,National Political Parties,1
36061399-06bf-48ac-9634-35ab37017bf7,Tracey Roberts - WA Labor for Pearce,2022-08-16T15:28:37.397Z,8de2f3a2-97ca-455c-9dd6-46443a4f0586,Lab,Australian Labor Party,#F00011,Australia,au,150889950452046,Tracey Roberts - WA Labor for Pearce,Facebook,19,National Political Parties,1
8817c20e-5b85-41c1-b70c-717df96458c1,Danny Pearson MP for Essendon,2022-08-16T15:28:37.793Z,10b1e6ca-dddb-41bf-acc0-343987e741b6,Lab,Australian Labor Party,#F00011,Australia,au,1456086371281690,Danny Pearson MP for Essendon,Facebook,19,National Political Parties,1
e3cdd809-f5ea-4aa7-b87d-8a729aad463d,Anne Aly,2022-08-16T15:28:38.332Z,8a4acb53-71f7-4908-9486-9a03939f66c1,Lab,Australian Labor Party,#F00011,Australia,au,132800873768451,Anne Aly,Facebook,19,National Political Parties,1
e5f3cbf0-e2a9-489a-87ff-a712cd211ce0,Ed Husic MP,2022-08-16T15:28:38.998Z,a514ede3-a0b0-41f7-80ae-c6b332dd0a37,Lab,Australian Labor Party,#F00011,Australia,au,118388888197666,Ed Husic MP,Facebook,19,National Political Parties,1
2bf9625d-3fbc-4783-b7df-2fb039af5f33,WA Labor,2022-08-16T15:28:39.317Z,d15bfd48-e5d5-4c4c-89dd-ada52ed71b10,Lab,Australian Labor Party,#F00011,Australia,au,160089444042253,WA Labor,Facebook,19,National Political Parties,1
4a55870f-4056-4219-8d81-53d4019d76f5,Zaneta Mascarenhas - WA Labor for Swan,2022-08-16T15:28:40.097Z,3faefbb2-07b6-4a49-8a5c-be3f956a510b,Lab,Australian Labor Party,#F00011,Australia,au,107587478243450,Zaneta Mascarenhas - WA Labor for Swan,Facebook,19,National Political Parties,1
533cae17-f607-4b95-9922-7923216c6e1f,Gayle Tierney MP,2022-08-16T15:28:40.487Z,6f23170c-0f16-40b4-b7ce-83e9686f7d81,Lab,Australian Labor Party,#F00011,Australia,au,875283942553361,Gayle Tierney MP,Facebook,19,National Political Parties,1
a1fc737f-03da-43d1-84c1-7d603759a968,Stephen Jones MP,2022-08-16T15:28:40.601Z,6ffb1e15-a477-4fcb-b37d-2ac179a1f42d,Lab,Australian Labor Party,#F00011,Australia,au,324823886818,Stephen Jones MP,Facebook,19,National Political Parties,1
f069df83-3b22-437e-a7d1-1f59b4633664,Sam Pigram; Labor for Manly Ward,2022-08-16T15:28:40.744Z,da348cb4-9e42-43b5-865f-940f9d943b4e,Lab,Australian Labor Party,#F00011,Australia,au,101217328922881,Sam Pigram; Labor for Manly Ward,Facebook,19,National Political Parties,1
11967418-896f-441f-a450-6957d23dbdbe,Cr Chloe Smith - Labor for Stanmore-Damun,2022-08-16T15:28:41.143Z,3d776024-7cb0-4fa6-b3be-caf3b29ff49f,Lab,Australian Labor Party,#F00011,Australia,au,103280525369850,Cr Chloe Smith - Labor for Stanmore-Damun,Facebook,19,National Political Parties,1
7090ac5a-622c-4be3-bde6-6788bd0616ef,Kate Thwaites MP,2022-08-16T15:28:43.497Z,2a6baeb9-3d67-4cbb-b537-4bc0be6afe28,Lab,Australian Labor Party,#F00011,Australia,au,204577003549168,Kate Thwaites MP,Facebook,19,National Political Parties,1
3eb69bcc-5522-4521-9c50-be5a2ce4739f,Andrew Giles MP,2022-08-16T15:28:43.729Z,ace6d0ca-7391-4d2d-aea8-f5258fd655da,Lab,Australian Labor Party,#F00011,Australia,au,518350558204805,Andrew Giles MP,Facebook,19,National Political Parties,1
fe7b14ee-4b80-4e8c-86dc-4ca928bd6586,Jason Hunt MP,2022-08-16T15:28:43.823Z,e4a4ff92-6013-4e06-9c10-bfde73c804ad,Lab,Australian Labor Party,#F00011,Australia,au,513154475468041,Jason Hunt MP,Facebook,19,National Political Parties,1
8e8a6a80-7fa9-40ba-9a1e-cdf7f780f3b6,Brendan O'Connor MP,2022-08-16T15:28:43.967Z,3fec7e79-01dd-4ab0-857e-ebaf13c5d0fb,Lab,Australian Labor Party,#F00011,Australia,au,287789063686,Brendan O'Connor MP,Facebook,19,National Political Parties,1
9ec01ff9-a066-4547-8689-72499da69e4a,Anita Dow MP,2022-08-16T15:28:44.069Z,52bd495e-da74-4b7a-be6c-e69dcadceffa,Lab,Australian Labor Party,#F00011,Australia,au,886916111456585,Anita Dow MP,Facebook,19,National Political Parties,1
5697464b-2f10-4f32-bbeb-9ecc0ca75e5f,Graham Perrett MP,2022-08-16T15:28:44.329Z,4c5c70a8-3377-432a-b432-82d55629cac6,Lab,Australian Labor Party,#F00011,Australia,au,516090428416494,Graham Perrett MP,Facebook,19,National Political Parties,1
bfcfd47f-6858-4e3a-9137-99da45ce272f,Nita Green - Senator for Queensland,2022-08-16T15:28:44.673Z,0db5d66b-4503-416b-aaa7-7c1e32bda0e0,Lab,Australian Labor Party,#F00011,Australia,au,1562902040522050,Nita Green - Senator for Queensland,Facebook,19,National Political Parties,1
